"","2.5%","50%","97.5%","sample_size"
"Middle",4.42063212704148,4.47116327383073,4.52093891997056,6388
"Poor",4.55177002646985,4.59114447358472,4.63759858593792,9613
"Rich",4.20130313063478,4.24826334588951,4.29173259622176,19215
